,TRYB,US,Equity,,,
TRYB,04/11/2005,13.0957,13.0957,12.9045,13.0001,103700
TRYB,04/12/2005,12.9045,13.0957,12.8185,12.981,110500
TRYB,04/13/2005,13.0766,13.2104,13.0001,13.1053,207400
TRYB,04/14/2005,13.0957,13.2391,13.0001,13.0479,131600
TRYB,04/15/2005,13.0575,13.1148,12.8472,12.8472,96700
TRYB,04/18/2005,12.8472,13.22,12.7803,13.0957,76200
TRYB,04/19/2005,13.0957,13.3729,13.0479,13.3634,110000
TRYB,04/20/2005,13.2678,13.2678,12.9523,13.0479,92500
TRYB,04/21/2005,13.1053,13.392,13.0766,13.392,72500
TRYB,04/22/2005,13.2964,13.306,12.6178,12.6464,87000
TRYB,04/25/2005,12.7229,12.8567,12.4266,12.4266,138300
TRYB,04/26/2005,12.4361,12.656,12.1876,12.2832,142100
TRYB,04/27/2005,12.2354,12.5317,12.1016,12.3501,103200
TRYB,04/28/2005,12.3214,12.331,11.9964,12.0156,73500
TRYB,04/29/2005,12.1111,12.3406,11.8148,12.2736,108000
TRYB,05/02/2005,12.2832,12.4266,12.1876,12.3883,98000
TRYB,05/03/2005,12.3023,12.3788,12.1398,12.3214,74300
TRYB,05/04/2005,12.3406,12.4457,12.2067,12.3883,72100
TRYB,05/05/2005,12.3883,12.6369,12.3214,12.4744,94400
TRYB,05/06/2005,12.57,12.6369,12.4553,12.5031,92300
TRYB,05/09/2005,12.5126,12.5986,12.4266,12.5222,54500
TRYB,05/10/2005,12.4266,12.6464,12.3692,12.5891,83200
TRYB,05/11/2005,12.6273,12.6369,12.3788,12.5126,33000
TRYB,05/12/2005,12.6082,12.6082,12.3023,12.3883,41400
TRYB,05/13/2005,12.3979,12.3979,11.8244,12.0633,58600
TRYB,05/16/2005,12.1016,12.245,11.9008,12.1589,52300
TRYB,05/17/2005,12.1589,12.3023,11.853,12.2354,47400
TRYB,05/18/2005,12.2832,12.5891,12.1876,12.5891,78500
TRYB,05/19/2005,12.6847,12.6847,12.4648,12.656,107200
TRYB,05/20/2005,12.6656,12.7611,12.4744,12.6273,97500
TRYB,05/23/2005,12.7229,12.8376,12.57,12.7325,61500
TRYB,05/24/2005,12.6369,12.6847,12.4266,12.57,42400
TRYB,05/25/2005,12.5509,12.6082,12.3883,12.4361,44300
TRYB,05/26/2005,12.4457,12.7898,12.4457,12.7898,28500
TRYB,05/27/2005,12.8567,12.8567,12.5222,12.6082,34900
TRYB,05/31/2005,12.8854,14.195,12.8854,13.7648,152800
TRYB,06/01/2005,13.7839,14.109,13.7266,13.7553,120500
TRYB,06/02/2005,13.8509,13.8604,13.6119,13.6406,149700
TRYB,06/03/2005,13.6692,13.8126,13.4589,13.545,44400
TRYB,06/06/2005,13.5737,13.8509,13.5737,13.7744,32400
TRYB,06/07/2005,13.7744,13.956,13.3729,13.3729,58800
TRYB,06/08/2005,13.4685,13.8604,13.392,13.5163,72600
TRYB,06/09/2005,13.545,13.7648,13.2869,13.717,59600
TRYB,06/10/2005,13.717,13.7266,13.4876,13.5737,36600
TRYB,06/13/2005,13.4781,13.9178,13.4589,13.87,140100
TRYB,06/14/2005,13.7839,13.8795,13.5737,13.8509,120300
TRYB,06/15/2005,13.87,13.87,13.5259,13.6597,93500
TRYB,06/16/2005,13.6119,13.9369,13.6119,13.8604,135700
TRYB,06/17/2005,13.87,14.0994,13.6788,13.7744,304000
TRYB,06/20/2005,13.6788,13.717,13.4398,13.6884,48100
TRYB,06/21/2005,13.6979,13.6979,13.4781,13.4876,38300
TRYB,06/22/2005,13.5641,13.6692,13.4398,13.5928,54700
TRYB,06/23/2005,13.6119,13.631,13.2009,13.2009,55900
TRYB,06/24/2005,13.1435,13.2582,12.6369,12.6369,293600
TRYB,06/27/2005,12.8567,13.067,12.8567,12.981,65100
TRYB,06/28/2005,12.9906,13.6119,12.9906,13.6023,220800
TRYB,06/29/2005,13.6214,13.7457,13.4494,13.717,61600
TRYB,06/30/2005,13.6884,14.6634,13.6788,14.2045,164200
TRYB,07/01/2005,14.2045,14.434,14.1472,14.2428,49600
TRYB,07/05/2005,14.1472,14.2906,14.0134,14.2141,80500
TRYB,07/06/2005,14.1185,14.2906,13.9369,14.2141,104000
TRYB,07/07/2005,14.1185,14.3288,13.87,14.1472,79800
TRYB,07/08/2005,14.195,14.2428,14.0994,14.1567,153400
TRYB,07/11/2005,14.1663,14.4818,14.0516,14.0994,291500
TRYB,07/12/2005,14.1281,14.2906,14.0134,14.0134,106300
TRYB,07/13/2005,14.195,14.3479,14.0516,14.3097,85700
TRYB,07/14/2005,14.4053,14.5009,14.195,14.2523,48700
TRYB,07/15/2005,14.2619,14.4818,14.2619,14.3384,115100
TRYB,07/18/2005,14.4053,14.4818,14.1376,14.1376,88300
TRYB,07/19/2005,14.2332,14.4435,14.2332,14.3192,79100
TRYB,07/20/2005,14.2428,14.4913,14.2141,14.3575,130300
TRYB,07/21/2005,14.3575,14.434,14.1472,14.195,62700
TRYB,07/22/2005,14.0994,14.4818,14.0516,14.4818,372300
TRYB,07/25/2005,14.4818,14.7685,14.3384,14.3384,639900
TRYB,07/26/2005,14.4818,15.1987,14.2428,15.1509,718200
TRYB,07/27/2005,15.1987,15.1987,14.8641,15.0553,268900
TRYB,07/28/2005,15.0648,15.1031,15.0075,15.0075,124300
TRYB,07/29/2005,14.9597,15.1987,14.9597,15.017,112600
TRYB,08/01/2005,15.1987,15.256,14.9406,15.1031,142100
TRYB,08/02/2005,15.1031,15.1031,14.9215,15.017,136400
TRYB,08/03/2005,15.017,15.0648,14.8259,14.8354,59400
TRYB,08/04/2005,14.8259,15.0553,14.7303,14.9597,191500
TRYB,08/05/2005,14.8641,14.8641,14.4818,14.6251,104400
TRYB,08/08/2005,14.7398,14.8163,14.3479,14.4722,73300
TRYB,08/09/2005,14.5009,14.5773,14.367,14.3862,46300
TRYB,08/10/2005,14.5009,14.7207,14.3384,14.5487,84100
TRYB,08/11/2005,14.5295,14.759,14.3862,14.6729,93300
TRYB,08/12/2005,14.5773,14.6156,14.3862,14.4435,64700
TRYB,08/15/2005,14.3862,14.5965,14.2715,14.5678,82700
TRYB,08/16/2005,14.4913,14.4913,14.195,14.3575,115000
TRYB,08/17/2005,14.2428,14.4148,14.2045,14.2332,87200
TRYB,08/18/2005,14.2045,14.5295,14.0707,14.195,133000
TRYB,08/19/2005,14.195,14.2141,14.0516,14.0707,83600
TRYB,08/22/2005,14.1663,14.4818,14.1281,14.3479,71800
TRYB,08/23/2005,14.3575,14.4913,14.0994,14.3001,57500
TRYB,08/24/2005,14.2045,14.4531,14.0994,14.1759,68700
TRYB,08/25/2005,14.2715,15.2943,13.9178,14.3192,68600
TRYB,08/26/2005,14.3479,14.3479,13.9082,14.0038,78200
TRYB,08/29/2005,13.956,14.3862,13.956,14.2715,85600
TRYB,08/30/2005,14.195,14.5295,14.1472,14.3192,105700
TRYB,08/31/2005,14.3288,14.4818,14.195,14.3384,226500
TRYB,09/01/2005,14.3384,14.3384,13.9082,14.1472,131600
TRYB,09/02/2005,14.1472,14.3192,14.0612,14.1472,90100
TRYB,09/06/2005,14.0516,14.5773,14.0516,14.5582,181800
TRYB,09/07/2005,14.5295,14.6634,14.3957,14.6634,76800
TRYB,09/08/2005,14.5678,14.6347,14.2619,14.4148,119200
TRYB,09/09/2005,14.5104,14.6729,14.4053,14.5869,90400
TRYB,09/12/2005,14.5869,14.8545,14.434,14.7016,173700
TRYB,09/13/2005,14.5773,14.8259,14.4435,14.7016,133700
TRYB,09/14/2005,14.7685,14.8068,14.2906,14.3479,175900
TRYB,09/15/2005,14.4435,14.4435,14.2141,14.3957,193200
TRYB,09/16/2005,14.4913,14.5773,14.3001,14.3479,659500
TRYB,09/19/2005,14.3001,14.3001,14.1472,14.195,100600
TRYB,09/20/2005,14.3384,14.3862,13.956,13.9751,165000
TRYB,09/21/2005,13.956,14.0516,13.8891,13.8891,152000
TRYB,09/22/2005,13.8604,14.0707,13.7266,13.9656,78100
TRYB,09/23/2005,13.956,14.0229,13.8604,13.9369,96900
TRYB,09/26/2005,13.956,14.2237,13.956,14.2237,78300
TRYB,09/27/2005,14.1472,14.1472,13.9082,13.9273,187400
TRYB,09/28/2005,13.9273,14.109,13.9082,14.0038,110200
TRYB,09/29/2005,14.0516,14.434,13.8604,14.434,110000
TRYB,09/30/2005,14.3384,14.7112,14.2906,14.5965,76600
TRYB,10/03/2005,14.5965,14.9119,14.5582,14.7972,100600
TRYB,10/04/2005,14.7972,14.7972,14.5773,14.5869,87500
TRYB,10/05/2005,14.5869,14.7207,14.2906,14.3862,119800
TRYB,10/06/2005,14.3384,14.5773,14.1759,14.4531,125000
TRYB,10/07/2005,14.5773,14.7494,14.5295,14.606,62700
TRYB,10/10/2005,14.7016,14.7016,14.2428,14.3288,69900
TRYB,10/11/2005,14.1472,14.4148,14.1472,14.1472,90900
TRYB,10/12/2005,14.0612,14.109,13.7075,13.7075,133700
TRYB,10/13/2005,13.6692,13.9178,13.6692,13.8222,160000
TRYB,10/14/2005,13.8222,13.8222,13.5354,13.7362,89600
TRYB,10/17/2005,13.7457,13.8317,13.5259,13.8222,150700
TRYB,10/18/2005,13.8222,13.9847,13.6597,13.9273,95500
TRYB,10/19/2005,13.8317,14.6729,13.8317,14.6251,206900
TRYB,10/20/2005,14.5295,14.7398,14.2906,14.367,68100
TRYB,10/21/2005,14.3766,14.6251,14.3384,14.5295,62200
TRYB,10/24/2005,14.5295,14.759,14.5295,14.759,55500
TRYB,10/25/2005,14.7016,14.7016,14.2141,14.6729,119600
TRYB,10/26/2005,14.6251,14.6729,14.2428,14.2523,78900
TRYB,10/27/2005,14.195,14.195,13.6979,13.6979,75800
TRYB,10/28/2005,13.6979,13.9273,13.5832,13.8987,165200
TRYB,10/31/2005,13.956,14.3192,13.956,14.2141,75000
TRYB,11/01/2005,14.1663,14.2906,14.0038,14.1759,109900
TRYB,11/02/2005,14.1759,14.5678,14.1567,14.5391,163100
TRYB,11/03/2005,14.6347,14.9597,14.3479,14.4913,124800
TRYB,11/04/2005,14.5391,14.8163,14.2428,14.7398,83200
TRYB,11/07/2005,14.7398,14.759,14.281,14.7016,71900
TRYB,11/08/2005,14.606,14.7016,14.4818,14.6538,78500
TRYB,11/09/2005,14.7207,14.7685,14.434,14.6443,55500
TRYB,11/10/2005,14.7685,14.931,14.3957,14.9119,66000
TRYB,11/11/2005,14.8163,14.9884,14.7398,14.7972,44900
TRYB,11/14/2005,14.8068,14.8068,14.042,14.2237,102800
TRYB,11/15/2005,14.2237,14.3957,13.9751,14.0229,112300
TRYB,11/16/2005,14.0229,14.1472,13.9082,14.1472,101500
TRYB,11/17/2005,14.1472,14.3384,14.0516,14.109,105900
TRYB,11/18/2005,14.4818,14.4818,14.0994,14.1854,100800
TRYB,11/21/2005,14.195,14.5773,14.1472,14.4053,137700
TRYB,11/22/2005,14.3384,14.5295,14.2619,14.3384,134300
TRYB,11/23/2005,14.2906,14.4053,14.1472,14.3384,57100
TRYB,11/25/2005,14.2428,14.434,14.2428,14.3862,16500
TRYB,11/28/2005,14.3288,14.5009,14.2428,14.3097,105200
TRYB,11/29/2005,14.2906,14.5009,14.1759,14.2523,101800
TRYB,11/30/2005,14.2428,14.4626,14.195,14.281,104500
TRYB,12/01/2005,14.1854,15.1031,14.1854,15.0648,138600
TRYB,12/02/2005,15.0266,15.0553,14.8163,14.9597,75100
TRYB,12/05/2005,14.8641,14.8641,14.3288,14.4626,89600
TRYB,12/06/2005,14.4626,14.8163,14.4626,14.6634,63600
TRYB,12/07/2005,14.6729,14.7207,14.367,14.52,604900
TRYB,12/08/2005,14.5773,14.8068,14.4626,14.7207,77300
TRYB,12/09/2005,14.7207,14.8163,14.6251,14.7685,63600
TRYB,12/12/2005,14.6729,14.8928,14.6729,14.8354,57800
TRYB,12/13/2005,14.7876,14.8641,14.7207,14.8163,75400
TRYB,12/14/2005,14.8259,14.8641,14.759,14.8259,61200
TRYB,12/15/2005,14.845,14.8545,14.5773,14.7972,83400
TRYB,12/16/2005,14.8354,14.8737,14.6729,14.8641,365300
TRYB,12/19/2005,14.7685,14.7876,14.434,14.4722,89400
TRYB,12/20/2005,14.4722,14.4722,14.1567,14.195,105200
TRYB,12/21/2005,14.195,14.2906,14.0612,14.2619,84200
TRYB,12/22/2005,14.2141,14.4053,14.1567,14.2332,62600
TRYB,12/23/2005,14.3288,14.4722,14.2428,14.367,39400
TRYB,12/27/2005,14.5295,14.5295,14.0516,14.0898,134300
TRYB,12/28/2005,14.1854,14.3001,14.0612,14.195,90300
TRYB,12/29/2005,14.2906,14.3862,14.109,14.281,126200
TRYB,12/30/2005,14.2237,14.3575,14.1663,14.195,89800
TRYB,01/03/2006,14.2906,14.7685,14.1472,14.7685,161500
TRYB,01/04/2006,14.6729,14.8545,14.5295,14.5582,114600
TRYB,01/05/2006,14.3288,14.7494,14.281,14.6825,219400
TRYB,01/06/2006,14.7781,14.9119,14.606,14.8545,84300
TRYB,01/09/2006,14.8545,15.0744,14.8068,14.9979,118600
TRYB,01/10/2006,14.8068,15.1222,14.7494,15.0457,92100
TRYB,01/11/2006,15.0457,15.1318,14.7207,15.1222,148000
TRYB,01/12/2006,15.1222,15.1987,14.759,14.931,88300
TRYB,01/13/2006,14.9597,15.1509,14.8641,14.9119,52500
TRYB,01/17/2006,14.8163,14.8163,14.4818,14.5582,94000
TRYB,01/18/2006,14.4626,14.6251,14.3288,14.4722,172600
TRYB,01/19/2006,14.5678,14.7876,14.434,14.7876,61200
TRYB,01/20/2006,15.1509,15.1509,14.6251,14.9501,104900
TRYB,01/23/2006,14.8545,15.017,14.7207,15.017,85400
TRYB,01/24/2006,15.1031,15.4663,15.0744,15.3994,239500
TRYB,01/25/2006,15.3994,15.3994,15.1987,15.3325,105600
TRYB,01/26/2006,15.4281,15.5141,15.3516,15.495,138100
TRYB,01/27/2006,15.4376,16.1354,15.4376,15.7626,139600
TRYB,01/30/2006,15.6671,15.8774,15.6288,15.7913,175500
TRYB,01/31/2006,15.8104,15.8678,15.6288,15.8296,188000
TRYB,02/01/2006,15.8057,15.8487,15.5619,15.7531,175500
TRYB,02/02/2006,15.6575,15.9634,15.2465,15.3229,187500
TRYB,02/03/2006,15.299,15.3898,14.7207,14.8832,426600
TRYB,02/06/2006,14.845,15.0648,14.5487,15.0075,435400
TRYB,02/07/2006,14.9759,15.0553,14.8163,14.8737,294000
TRYB,02/08/2006,14.9406,14.9406,14.6251,14.7494,260100
TRYB,02/09/2006,14.715,14.9119,14.434,14.8163,155600
TRYB,02/10/2006,14.7303,14.8354,14.6538,14.8259,97500
TRYB,02/13/2006,14.7303,14.9215,14.7207,14.8354,92000
TRYB,02/14/2006,14.931,15.2273,14.692,14.9597,160200
TRYB,02/15/2006,14.9211,15.2396,14.9114,15.1624,82400
TRYB,02/16/2006,15.2203,15.2492,15.1431,15.201,74100
TRYB,02/17/2006,15.3265,15.3651,14.9983,15.2106,107800
TRYB,02/21/2006,15.172,15.2492,14.9597,15.0659,79900
TRYB,02/22/2006,15.1141,15.2203,15.0659,15.1431,122000
TRYB,02/23/2006,15.0562,15.1527,14.9597,15.1334,88600
TRYB,02/24/2006,15.0852,15.2782,14.9983,15.2492,101900
TRYB,02/27/2006,15.3458,15.3458,15.1527,15.2492,93500
TRYB,02/28/2006,15.1334,15.2203,14.9114,15.0562,137600
TRYB,03/01/2006,15.1431,15.2299,14.9211,15.1913,159300
TRYB,03/02/2006,15.1527,15.394,14.9597,15.3458,113100
TRYB,03/03/2006,15.3458,15.7897,15.2975,15.3554,122800
TRYB,03/06/2006,15.3458,15.5484,15.2203,15.4423,206500
TRYB,03/07/2006,15.3458,15.6353,15.2782,15.4616,236200
TRYB,03/08/2006,15.4519,15.5388,15.2203,15.2975,90600
TRYB,03/09/2006,15.3458,15.4325,15.201,15.3265,136100
TRYB,03/10/2006,15.1817,15.8476,15.1817,15.6546,151500
TRYB,03/13/2006,15.7318,16.002,15.6353,15.8766,230600
TRYB,03/14/2006,15.8283,16.1951,15.7897,16.0696,168600
TRYB,03/15/2006,16.1082,16.1082,15.6739,15.7318,135600
TRYB,03/16/2006,15.9731,16.6004,15.8283,16.3978,343900
TRYB,03/17/2006,16.5618,16.7935,16.2144,16.5715,581000
TRYB,03/20/2006,16.7645,16.7645,16.3592,16.5232,326200
TRYB,03/21/2006,16.2819,16.3109,16.031,16.1275,187400
TRYB,03/22/2006,16.0986,16.4557,16.0214,16.4557,287000
TRYB,03/23/2006,16.4074,16.5232,16.2723,16.5232,137600
TRYB,03/24/2006,16.7452,16.7452,16.446,16.5715,119700
TRYB,03/27/2006,16.6294,16.6294,16.2626,16.4267,81200
TRYB,03/28/2006,16.4943,16.6776,16.4267,16.5329,76400
TRYB,03/29/2006,16.6487,16.6487,16.4267,16.6294,146600
TRYB,03/30/2006,16.6294,16.7452,16.5425,16.7259,249000
TRYB,03/31/2006,16.7935,16.8707,16.6294,16.8707,280800
TRYB,04/03/2006,16.7935,17.2181,16.5811,16.7356,246400
TRYB,04/04/2006,16.7356,16.9865,16.6101,16.668,174500
TRYB,04/05/2006,16.697,16.8996,16.4267,16.89,440900
TRYB,04/06/2006,16.89,16.8996,16.7163,16.8031,153100
TRYB,04/07/2006,16.8803,16.89,16.3688,16.4074,95400
TRYB,04/10/2006,16.3688,16.5232,16.3012,16.4557,140600
TRYB,04/11/2006,16.6004,16.6004,16.2723,16.3109,140400
TRYB,04/12/2006,16.4557,16.4557,16.1661,16.3495,82400
TRYB,04/13/2006,16.3109,16.4074,16.1758,16.3302,87000
TRYB,04/17/2006,16.3109,16.3109,16.0793,16.1372,130300
TRYB,04/18/2006,16.2047,16.3109,16.0503,16.2916,184600
TRYB,04/19/2006,16.3109,16.4171,16.2144,16.3398,124400
TRYB,04/20/2006,16.2626,16.3109,16.031,16.2047,251300
TRYB,04/21/2006,16.3592,16.3592,15.9731,16.0986,97000
TRYB,04/24/2006,16.0986,16.0986,15.8187,16.0214,188800
TRYB,04/25/2006,16.0117,16.0503,15.8766,15.9248,196000
TRYB,04/26/2006,15.9248,16.0503,15.9248,15.9924,145700
TRYB,04/27/2006,15.9924,16.2433,15.7125,16.031,272500
TRYB,04/28/2006,15.8476,16.1082,15.8476,15.9441,390000
TRYB,05/01/2006,15.9538,16.3688,15.9055,16.1179,197000
TRYB,05/02/2006,16.1179,16.1372,16.0214,16.06,238600
TRYB,05/03/2006,16.06,16.0986,15.9634,16.031,241100
TRYB,05/04/2006,16.0407,16.2144,15.9538,16.2047,87500
TRYB,05/05/2006,16.3495,16.668,16.2916,16.5908,120800
TRYB,05/08/2006,16.4943,16.5425,16.2047,16.5039,92500
TRYB,05/09/2006,16.4653,16.4846,16.1082,16.1661,129000
TRYB,05/10/2006,16.0696,16.1468,15.9538,16.06,280600
TRYB,05/11/2006,15.8669,15.8766,15.1527,15.6353,384000
TRYB,05/12/2006,15.5388,15.6546,15.1334,15.5677,238900
TRYB,05/15/2006,15.3265,15.6546,15.2685,15.5484,137000
TRYB,05/16/2006,15.5484,15.5967,15.4809,15.5774,172900
TRYB,05/17/2006,15.4423,15.5388,15.3071,15.4905,272000
TRYB,05/18/2006,15.4423,15.5967,15.4423,15.4712,140100
TRYB,05/19/2006,15.4423,15.5967,15.2975,15.5484,206200
TRYB,05/22/2006,15.5484,15.6063,15.2782,15.2878,215000
TRYB,05/23/2006,15.4423,15.4905,15.0562,15.0852,182200
TRYB,05/24/2006,14.9887,15.1527,14.5254,15.1334,308700
TRYB,05/25/2006,15.201,15.3458,15.1045,15.3458,172400
TRYB,05/26/2006,16.253,16.253,15.3747,15.4326,87200
TRYB,05/30/2006,15.4133,15.4133,14.7763,14.7763,253700
TRYB,05/31/2006,14.8728,14.9307,14.5833,14.6605,199500
TRYB,06/01/2006,14.757,15.172,14.757,15.1431,338000
TRYB,06/02/2006,15.2396,15.3168,14.8632,15.0176,142700
TRYB,06/05/2006,14.9211,14.9887,14.6219,14.6895,322700
TRYB,06/06/2006,14.6895,14.8632,14.5543,14.757,298400
TRYB,06/07/2006,14.9693,15.8283,14.9693,15.7415,1041800
TRYB,06/08/2006,15.5967,15.8187,15.172,15.6353,394700
TRYB,06/09/2006,15.6256,15.7994,15.4809,15.7318,428000
TRYB,06/12/2006,15.7801,15.7801,15.2975,15.3844,135600
TRYB,06/13/2006,15.3844,15.5388,15.1624,15.201,251600
TRYB,06/14/2006,15.1141,15.201,14.9597,15.0176,107100
TRYB,06/15/2006,14.8921,15.394,14.8921,15.2299,187000
TRYB,06/16/2006,15.2685,15.2685,14.8921,14.979,706300
TRYB,06/19/2006,15.0755,15.1527,14.4385,14.5157,304100
TRYB,06/20/2006,14.5736,14.5929,14.4385,14.4385,129700
TRYB,06/21/2006,14.564,14.564,14.3999,14.4578,124300
TRYB,06/22/2006,14.4578,14.5736,14.0428,14.2841,359200
TRYB,06/23/2006,14.1972,14.3324,14.0621,14.2551,165200
TRYB,06/26/2006,14.4771,14.6702,14.3034,14.564,148600
TRYB,06/27/2006,14.6219,14.9114,14.3903,14.3999,144800
TRYB,06/28/2006,14.5267,14.5754,14.2049,14.4974,197900
TRYB,06/29/2006,14.5949,15.2579,14.5949,15.2579,277600
TRYB,06/30/2006,15.4529,15.4919,15.0921,15.2384,957500
TRYB,07/03/2006,15.1604,15.3846,15.0629,15.3456,191500
TRYB,07/05/2006,15.2091,15.3554,14.9654,15.1214,227600
TRYB,07/06/2006,15.0629,15.1896,14.8386,14.9556,143800
TRYB,07/07/2006,14.8386,14.9556,14.4974,14.4974,165900
TRYB,07/10/2006,14.5072,14.9654,14.4779,14.9264,216200
TRYB,07/11/2006,14.8484,15.0141,14.4584,14.9556,165800
TRYB,07/12/2006,14.9166,15.0434,14.2829,14.3219,198800
TRYB,07/13/2006,14.2634,14.3804,14.0392,14.2634,173300
TRYB,07/14/2006,14.1952,14.2927,13.7272,14.2342,266000
TRYB,07/17/2006,14.2634,14.4292,13.9222,13.9417,147300
TRYB,07/18/2006,14.1659,14.2244,13.7175,13.9514,239200
TRYB,07/19/2006,14.0099,14.4779,14.0099,14.2342,172200
TRYB,07/20/2006,14.2342,14.2342,13.7467,13.8539,107400
TRYB,07/21/2006,13.8539,13.8637,13.2592,13.659,217500
TRYB,07/24/2006,13.7467,14.0782,13.6492,14.0782,166000
TRYB,07/25/2006,14.0782,14.2634,13.8929,14.2439,180900
TRYB,07/26/2006,14.2439,14.2439,13.7272,13.8247,175600
TRYB,07/27/2006,13.9222,14.0977,13.503,13.6785,237200
TRYB,07/28/2006,13.776,13.8442,13.4932,13.62,187800
TRYB,07/31/2006,13.62,13.8539,13.4542,13.6395,181600
TRYB,08/01/2006,13.5517,13.6492,13.1032,13.5712,172700
TRYB,08/02/2006,13.7272,13.8052,13.4152,13.503,117500
TRYB,08/03/2006,13.4347,13.8247,13.2592,13.7565,135300
TRYB,08/04/2006,14.0489,14.1367,13.425,13.776,157100
TRYB,08/07/2006,13.6785,13.7467,13.4542,13.7175,86500
TRYB,08/08/2006,13.7857,13.8247,13.074,13.2202,151200
TRYB,08/09/2006,13.2787,13.5907,12.9472,13.0057,201400
TRYB,08/10/2006,12.8985,12.9765,12.5963,12.7523,422900
TRYB,08/11/2006,12.6743,13.4055,12.5378,13.1617,272600
TRYB,08/14/2006,13.3567,13.542,13.308,13.4542,205400
TRYB,08/15/2006,13.7467,13.8733,13.5517,13.7954,130900
TRYB,08/16/2006,13.8929,14.0879,13.8929,14.0587,164800
TRYB,08/17/2006,13.9904,14.4877,13.9027,14.1172,159700
TRYB,08/18/2006,14.3317,14.3999,14.0099,14.1854,104500
TRYB,08/21/2006,14.1757,14.1854,13.8734,14.1659,106300
TRYB,08/22/2006,14.0879,14.2634,13.9417,14.0587,58600
TRYB,08/23/2006,14.2049,14.2342,13.581,13.737,96200
TRYB,08/24/2006,13.7954,13.9027,13.4737,13.8149,129800
TRYB,08/25/2006,13.7662,13.8247,13.6395,13.659,72200
TRYB,08/28/2006,13.7272,14.1172,13.6005,13.8832,105000
TRYB,08/29/2006,13.9709,14.2829,13.9027,14.1854,342000
TRYB,08/30/2006,14.2439,14.3024,14.0392,14.2244,352100
TRYB,08/31/2006,14.3219,14.4487,14.1367,14.2049,331100
TRYB,09/01/2006,14.2829,14.4487,14.1074,14.1269,160200
TRYB,09/05/2006,14.1854,14.4584,14.1562,14.3219,202500
TRYB,09/06/2006,14.2927,14.5267,14.1952,14.3024,145100
TRYB,09/07/2006,14.2049,14.4584,14.1464,14.1757,155000
TRYB,09/08/2006,14.2342,14.3902,13.9904,14.3512,81300
TRYB,09/11/2006,14.2537,14.6144,14.1991,14.4487,108800
TRYB,09/12/2006,14.5754,15.2091,14.5754,15.0044,230800
TRYB,09/13/2006,15.0239,15.2676,14.8776,15.2676,202600
TRYB,09/14/2006,15.2091,15.2384,14.9166,15.0531,120000
TRYB,09/15/2006,15.2384,15.2481,15.1116,15.1311,438700
TRYB,09/18/2006,15.1604,15.3456,15.0629,15.2579,327500
TRYB,09/19/2006,15.2579,15.3749,15.0239,15.3261,186800
TRYB,09/20/2006,15.5016,16.0476,15.4529,15.8428,363500
TRYB,09/21/2006,16.0378,16.0866,15.4139,15.6673,286000
TRYB,09/22/2006,15.6673,15.8233,15.2676,15.7941,239700
TRYB,09/25/2006,15.8038,15.9598,15.4626,15.7551,114200
TRYB,09/26/2006,15.7941,15.9988,15.5991,15.5991,129700
TRYB,09/27/2006,15.5308,15.5991,15.2579,15.3261,185800
TRYB,09/28/2006,15.3261,15.3359,14.9654,15.1019,236400
TRYB,09/29/2006,15.1604,15.1604,14.7314,14.7411,271100
TRYB,10/02/2006,14.6534,15.1116,14.1367,14.9069,248800
TRYB,10/03/2006,14.8679,14.8776,14.5754,14.7314,266400
TRYB,10/04/2006,14.7314,15.1019,14.6631,15.0629,301700
TRYB,10/05/2006,15.1311,15.7551,14.9946,15.6088,496300
TRYB,10/06/2006,15.4919,15.7941,15.2871,15.5991,246400
TRYB,10/09/2006,15.5308,15.6478,15.2481,15.5601,242500
TRYB,10/10/2006,15.5211,15.7941,15.3651,15.5698,179000
TRYB,10/11/2006,15.5796,15.5796,14.9556,15.1019,207700
TRYB,10/12/2006,15.1896,15.7746,15.1604,15.7746,149200
TRYB,10/13/2006,15.8526,16.1353,15.7063,16.0476,236300
TRYB,10/16/2006,16.1061,16.2523,15.7063,16.2133,129400
TRYB,10/17/2006,16.0573,16.1841,15.9891,16.1353,168500
TRYB,10/18/2006,16.3596,16.5643,15.9988,16.0378,217800
TRYB,10/19/2006,15.9501,16.379,15.9403,16.0866,213200
TRYB,10/20/2006,16.3011,16.3108,15.9111,16.0573,169400
TRYB,10/23/2006,15.9501,16.2913,15.9013,16.2231,131500
TRYB,10/24/2006,16.1841,16.3596,16.1061,16.2718,149600
TRYB,10/25/2006,16.2621,16.574,15.9891,16.2913,179500
TRYB,10/26/2006,16.4375,16.5155,16.1061,16.3596,196900
TRYB,10/27/2006,16.3596,16.3596,16.0183,16.0866,150000
TRYB,10/30/2006,16.0573,16.4278,15.9013,16.4278,228800
TRYB,10/31/2006,16.4473,16.574,16.2036,16.3693,176800
TRYB,11/01/2006,16.4765,16.574,16.1841,16.2133,292600
TRYB,11/02/2006,16.3303,16.5253,15.9696,16.2621,216000
TRYB,11/03/2006,16.379,16.5545,16.0866,16.4083,162200
TRYB,11/06/2006,16.5253,16.9055,16.3206,16.7593,200300
TRYB,11/07/2006,16.7593,17.2857,16.7593,16.9348,245700
TRYB,11/08/2006,16.8178,17.2078,16.652,17.0615,146000
TRYB,11/09/2006,17.1688,17.1688,16.7983,17.0323,172700
TRYB,11/10/2006,17.0615,17.3052,16.9738,17.3052,129000
TRYB,11/13/2006,17.3247,17.549,17.2467,17.354,269300
